Make,Model,Year,MSRP
3,31,1994,2000
3,31,1994,2000
3,32,1990,2000
3,32,1990,2000
3,32,1990,2000
3,32,1991,2000
3,32,1991,2000
3,32,1991,2000
3,33,1990,2000
3,33,1990,2000
3,33,1991,2000
3,33,1991,2000
3,33,1992,2000
3,33,1992,2000
3,34,1993,2000
3,34,1993,2000
3,34,1993,2000
3,34,1994,2000
3,34,1994,2000
3,34,1994,2000
3,34,1995,2000
3,34,1995,2000
3,34,1995,2000
3,35,2015,35150
3,35,2015,32600
3,35,2015,33200
3,35,2015,44050
3,35,2015,29900
3,35,2015,41650
3,35,2015,38150
3,35,2015,35750
3,35,2015,41050
3,35,2015,47050
3,35,2015,38350
3,35,2015,35600
3,35,2015,38600
3,35,2015,41150
3,35,2015,32450
3,35,2016,34200
3,35,2016,39600
3,35,2016,37700
3,35,2016,33200
3,35,2016,43050
3,35,2016,39300
3,35,2016,36600
3,35,2016,39750
3,35,2016,45450
3,35,2016,48450
3,35,2016,36700
3,35,2016,34400
3,35,2016,35900
3,35,2016,43100
3,35,2016,36900
3,35,2016,33600
3,35,2016,30900
3,35,2016,40100
3,35,2016,42300
3,35,2016,42050
3,35,2017,43150
3,35,2017,40150
3,35,2017,37450
3,35,2017,37600
3,35,2017,34450
3,35,2017,40300
3,35,2017,49250
3,35,2017,43550
3,35,2017,31200
3,35,2017,40850
3,35,2017,46550
3,35,2017,34200
3,36,2015,45000
3,36,2015,39700
3,36,2015,43800
3,36,2015,35500
3,36,2015,38500
3,36,2015,37600
3,36,2015,36400
3,36,2015,42900
3,36,2015,37600
3,36,2016,37000
3,36,2016,38000
3,36,2016,38000
3,36,2016,35900
3,36,2016,40100
3,36,2016,39100
3,36,2017,37300
3,36,2017,34900
3,36,2017,48000
3,36,2017,43200
3,36,2017,41100
3,36,2017,45900
3,36,2017,39400
3,36,2017,38700
3,36,2017,37850
3,36,2017,42350
3,37,2017,51400
3,37,2017,44000
3,37,2017,47000
3,38,2016,43800
3,38,2016,41500
3,38,2016,47900
3,38,2016,50200
3,38,2016,40500
3,38,2016,42800
3,38,2017,41200
3,38,2017,48600
3,38,2017,42200
3,39,2015,58700
3,39,2015,50450
3,39,2015,44800
3,39,2015,60100
3,39,2015,48350
3,39,2015,56300
3,39,2015,46900
3,39,2015,62500
3,39,2016,52100
3,39,2016,49900
3,39,2016,46200
3,39,2016,59500
3,39,2016,61600
3,39,2016,57400
3,39,2016,63700
3,39,2016,48400
3,39,2017,53800
3,39,2017,61600
3,39,2017,67600
3,39,2017,58600
3,39,2017,49800
3,39,2017,51600
3,39,2017,47600
3,40,2015,65900
3,40,2015,69750
3,40,2015,68300
3,40,2015,72150
3,40,2016,70400
3,40,2016,68300
3,40,2016,73050
3,40,2016,70950
3,40,2017,68800
3,40,2017,71350
3,41,2016,85200
3,41,2016,137900
3,41,2016,90500
3,41,2016,81500
3,41,2017,91500
3,41,2017,82500
3,42,1996,2631
3,42,1997,2837
3,42,1998,3137
3,43,1990,2000
3,43,1991,2000
3,44,2015,32500
3,44,2015,36400
3,44,2015,38500
3,44,2015,34600
3,44,2016,38600
3,44,2016,40700
3,44,2016,33700
3,44,2016,35800
3,44,2017,34500
3,44,2017,41300
3,44,2017,36600
3,44,2017,33900
3,44,2017,31800
3,44,2017,39200
3,45,2015,52900
3,45,2015,47500
3,45,2015,51900
3,45,2015,42200
3,45,2015,39300
3,45,2015,55000
3,45,2015,45400
3,45,2016,53500
3,45,2016,40900
3,45,2016,42750
3,45,2016,52500
3,45,2016,46000
3,45,2016,48100
3,45,2016,57700
3,45,2016,50200
3,45,2016,55600
3,45,2017,53200
3,45,2017,40900
3,45,2017,46400
3,45,2017,43150
3,46,2014,64900
3,46,2014,52900
3,46,2014,60900
3,46,2014,47700
3,46,2014,53700
3,46,2014,58900
3,46,2015,61900
3,46,2015,53400
3,46,2015,59900
3,46,2015,54800
3,46,2015,48300
3,46,2015,65400
3,46,2017,58800
3,46,2017,64300
3,46,2017,54800
3,47,2014,164700
3,47,2014,128400
3,47,2014,179645
3,47,2014,173800
3,47,2014,137500
3,47,2014,151200
3,47,2014,124000
3,47,2014,114900
3,47,2014,160300
3,47,2014,170545
3,47,2015,199600
3,47,2015,138400
3,47,2015,124900
3,47,2015,166100
3,47,2015,199900
3,47,2015,182500
3,47,2015,162900
3,47,2015,115900
3,47,2015,129400
3,47,2015,190600
3,47,2015,153900
3,47,2015,175100
3,47,2015,173500
3,47,2017,162900
3,47,2017,189900
3,48,2007,66000
3,48,2008,81900
3,48,2008,66910
3,49,2013,77900
3,49,2013,68900
3,49,2014,69600
3,49,2014,77900
3,49,2015,79200
3,49,2015,70900
3,50,2003,82700
3,51,2015,106500
3,51,2016,108900
3,51,2017,110700
3,52,2015,41100
3,52,2015,47000
3,52,2016,42500
3,52,2016,48650
3,52,2017,48400
3,52,2017,42900
3,53,2014,49500
3,53,2014,54000
3,53,2014,48100
3,53,2014,55400
3,53,2015,48400
3,53,2015,54300
3,53,2015,55700
3,53,2015,49800
3,53,2016,56100
3,53,2016,55100
3,53,2016,50200
3,53,2016,49200
3,54,2016,67350
3,54,2016,59350
3,54,2016,61100
3,54,2016,54100
3,54,2016,60350
3,54,2016,53100
3,54,2017,53100
3,54,2017,61100
3,54,2017,54100
3,55,2015,75500
3,55,2016,70900
3,55,2016,75300
3,55,2017,74100
3,55,2017,70900
3,56,2015,82500
3,56,2016,82900
3,56,2017,82900
3,56,2017,79900
3,57,2015,114900
3,57,2016,114900
3,57,2016,114900
3,57,2017,115900
3,58,2015,52700
3,58,2015,60200
3,58,2016,53300
3,58,2016,60800
3,58,2017,60800
3,58,2017,53300
3,59,2015,43350
3,59,2015,40350
3,59,2016,42900
3,59,2016,46400
3,59,2017,47000
3,59,2017,43500
3,60,2012,56850
3,60,2013,57200
3,61,2015,51700
3,61,2015,48700
3,61,2016,51900
3,61,2017,52500
3,62,1992,2000
3,62,1993,2149
3,62,1994,2239
3,63,2014,40700
3,63,2014,43300
3,63,2014,49200
3,63,2015,44500
3,63,2015,42400
3,63,2015,49800
3,63,2016,42700
3,63,2016,44800
3,64,2003,39950
3,64,2003,41000
3,64,2004,46950
3,64,2004,39950
3,64,2004,39950
3,64,2005,40250
3,64,2005,47250
3,64,2005,40250
4,65,2011,40650
4,65,2011,36350
4,65,2011,29450
4,65,2011,34500
4,65,2012,31200
4,65,2012,44100
4,65,2012,39300
4,65,2012,36900
4,65,2013,37200
4,65,2013,39600
4,65,2013,31500
4,65,2013,44400
4,65,2013,37200
4,65,2013,31500
4,65,2013,48250
4,65,2013,43550
4,66,2011,46135
4,67,2016,32850
4,67,2016,38650
4,67,2016,48750
4,67,2016,34850
4,67,2016,40650
4,67,2016,44150
4,67,2016,32850
4,67,2016,46150
4,67,2016,50750
4,67,2017,46450
4,67,2017,49050
4,67,2017,51050
4,67,2017,44450
4,67,2017,38950
4,67,2017,33150
4,67,2017,35150
4,67,2017,40950
4,68,2015,41950
4,68,2015,50150
4,68,2015,37500
4,68,2015,43750
4,68,2015,39000
4,68,2015,39500
4,68,2015,39500
4,68,2015,34950
4,68,2015,45750
4,68,2015,43450
4,68,2015,37500
4,68,2015,41000
4,68,2015,32950
4,68,2016,41850
4,68,2016,47800
4,68,2016,39850
4,68,2016,38350
4,68,2016,40350
4,68,2016,38350
4,68,2016,42650
4,68,2016,33150
4,68,2016,35150
4,68,2016,44150
4,68,2016,45800
4,68,2017,38750
4,68,2017,35450
4,68,2017,33450
4,68,2017,40750
4,68,2017,42250
4,68,2017,42950
4,68,2017,40250
4,68,2017,49900
4,68,2017,47900
4,68,2017,44450
4,69,2015,47250
4,69,2015,41850
4,69,2015,41850
4,69,2016,43000
4,69,2016,49200
4,69,2017,49650
4,69,2017,43950
4,70,2015,56900
4,70,2015,46250
4,70,2015,50750
4,70,2015,42750
4,70,2015,48750
4,70,2015,48250
4,70,2015,42750
4,70,2015,50750
4,70,2015,40750
4,70,2015,54900
4,70,2015,48750
4,70,2015,40750
4,70,2016,52000
4,70,2016,50000
4,70,2016,41850
4,70,2016,50150
4,70,2016,41850
4,70,2016,58950
4,70,2016,43850
4,70,2016,48150
4,70,2016,56950
4,70,2017,50300
4,70,2017,52300
4,70,2017,50500
4,70,2017,44150
4,70,2017,42150
4,70,2017,59300
4,70,2017,57300
4,70,2017,48500
4,71,2015,42300
4,71,2015,40300
4,71,2015,40300
4,71,2015,42300
4,71,2015,45800
4,71,2015,47800
4,71,2016,43650
4,71,2016,49950
4,71,2016,47950
4,71,2016,41650
4,71,2017,48300
4,71,2017,50300
4,71,2017,43950
4,71,2017,41950
4,72,2015,67200
4,72,2015,57900
4,72,2015,57100
4,72,2015,52250
4,72,2015,59400
4,72,2015,64900
4,72,2015,49950
4,72,2015,55600
4,72,2016,57350
4,72,2016,58150
4,72,2016,55850
4,72,2016,52500
4,72,2016,50200
4,72,2016,68600
4,72,2016,66300
4,72,2016,59650
4,73,2015,60700
4,73,2015,71400
4,73,2015,63000
4,73,2015,69100
4,73,2016,63200
4,73,2016,72500
4,73,2016,60900
4,73,2017,63200
4,73,2017,60900
4,73,2017,72500
4,74,2015,94900
4,74,2015,86600
4,74,2015,79100
4,74,2015,76100
4,74,2015,90400
4,74,2015,83600
4,74,2015,87400
4,74,2015,97900
4,74,2016,87800
4,74,2016,77300
4,74,2016,99200
4,74,2016,96200
4,74,2016,80300
4,74,2016,84800
4,74,2016,91700
4,74,2016,88700
4,74,2017,92000
4,74,2017,77600
4,74,2017,89000
4,74,2017,80600
4,74,2017,85100
4,74,2017,88100
4,74,2017,96500
4,74,2017,99500
4,75,2015,92600
4,75,2015,81300
4,75,2015,78300
4,75,2015,89600
4,75,2016,93900
4,75,2016,82500
4,75,2016,90900
4,75,2016,79500
4,75,2017,91200
4,75,2017,82800
4,75,2017,94200
4,75,2017,79800
4,76,2015,141200
4,76,2015,78000
4,76,2015,91000
4,76,2015,94000
4,76,2015,81000
4,76,2015,74000
4,76,2015,87300
4,76,2015,90300
4,76,2015,82500
4,76,2016,94400
4,76,2016,81300
4,76,2016,97400
4,76,2017,94600
4,76,2017,97600
4,76,2017,84500
4,76,2017,81500
4,77,1995,4784
4,77,1995,5858
4,77,1995,8488
4,77,1996,6954
4,77,1996,5680
4,77,1997,7624
4,77,1997,6693
4,78,2015,117300
4,78,2016,122200
4,78,2017,122500
4,79,2014,135200
4,79,2014,132200
4,79,2014,131300
4,79,2014,128300
4,79,2015,132200
4,79,2015,131300
4,79,2015,135200
4,79,2015,128300
4,79,2017,137000
4,80,2014,61400
4,80,2015,61900
4,80,2016,62100
4,81,2013,84300
4,81,2014,84300
4,81,2015,84300
4,82,2010,88900
4,82,2011,88900
4,83,2003,136900
4,84,2001,44990
4,84,2001,45990
4,84,2002,44990
4,84,2006,49300
4,84,2006,51300
4,85,2016,51700
4,85,2017,51700
4,86,2015,62000
4,86,2016,63500
4,86,2017,64000
4,87,2015,64200
4,87,2015,72500
4,87,2016,74200
4,87,2016,65700
4,87,2017,74700
4,87,2017,66200
4,88,2016,133205
4,89,2014,92900
4,89,2015,93600
4,89,2016,94100
4,90,2015,118200
4,90,2015,111900
4,90,2016,119700
4,90,2016,113400
4,90,2017,113700
4,90,2017,120000
4,91,2015,115700
4,91,2016,117200
4,91,2017,117500
4,92,2015,31200
4,92,2015,33000
4,92,2015,39100
4,92,2016,34800
4,92,2017,33100
4,92,2017,35100
4,93,2015,45500
4,93,2015,40500
4,93,2015,42000
4,93,2015,38500
4,93,2016,38950
4,93,2016,46800
4,93,2016,40950
4,93,2016,42450
4,93,2017,42750
4,93,2017,47950
4,93,2017,41250
4,93,2017,39250
4,94,2015,44700
4,94,2015,48000
4,94,2016,57800
4,94,2016,45250
4,94,2016,49700
4,94,2017,58100
4,94,2017,45550
4,95,2015,57700
4,95,2015,53900
4,95,2015,56200
4,95,2015,70100
4,95,2016,57000
4,95,2016,71500
4,95,2016,57700
4,95,2016,54700
4,95,2017,57800
4,95,2017,55500
4,95,2017,59300
4,95,2017,72300
4,96,2015,98700
4,96,2016,98800
4,96,2017,98800
4,97,2015,61900
4,97,2015,72900
4,97,2015,59600
4,97,2016,62900
4,97,2016,60600
4,97,2016,75300
4,97,2017,61400
4,97,2017,76100
4,97,2017,63700
4,98,2015,102100
4,98,2016,102200
4,98,2017,102200
4,99,2000,4976
4,99,2000,4697
4,99,2000,4755
4,99,2001,37900
4,99,2001,31300
4,99,2001,37700
4,99,2002,37900
4,99,2002,31300
4,99,2002,37700
4,100,2014,48950
4,100,2014,56950
4,100,2014,65800
4,100,2015,48950
4,100,2015,56950
4,100,2015,65800
4,100,2016,57500
4,100,2016,49700
4,100,2016,66350
4,101,2007,50100
4,101,2007,52100
4,101,2008,50400
4,101,2008,52400
4,102,2001,128000
4,102,2002,130000
4,102,2003,131500
4,103,2015,42400
4,103,2016,42400
4,103,2017,42400
4,103,2017,43600
5,104,2007,221990
5,104,2007,242990
5,104,2007,263990
5,104,2008,263990
5,104,2008,242990
5,104,2008,221990
5,104,2009,270990
5,104,2009,224990
5,104,2009,246990
5,104,2009,267990
5,105,2007,329990
5,105,2008,329990
5,105,2009,334990
5,106,2010,363000
5,107,2009,340990
5,107,2010,340990
5,108,2001,299900
5,108,2001,279900
5,108,2001,309900
5,108,2001,319900
5,108,2003,328990
5,108,2003,318990
5,109,2011,181200
5,109,2012,184200
5,109,2013,184200
5,110,2011,206600
5,110,2012,209600
5,110,2013,209600
5,111,2014,177500
5,111,2014,196500
5,111,2014,198600
5,111,2015,250100
5,111,2015,227600
5,111,2015,203500
5,111,2015,219400
5,111,2015,206300
5,111,2015,187900
5,111,2015,223600
5,111,2015,199700
5,111,2016,231800
5,111,2016,198500
5,111,2016,218400
5,111,2016,239400
5,111,2016,236100
5,111,2016,214600
5,111,2016,210700
5,111,2016,263400
5,112,2010,207700
5,112,2014,217000
5,113,2014,238700
5,114,2015,337000
5,115,2012,212800
5,115,2013,212800
5,115,2013,191400
5,115,2014,195200
5,115,2014,218500
5,115,2014,216200
5,116,2010,231400
5,116,2011,236100
5,117,2010,267000
5,117,2011,267000
5,117,2012,267000
5,118,2011,280400
5,118,2012,280400
5,119,2014,200500
5,119,2015,215800
5,119,2015,195100
5,119,2016,201000
5,119,2016,222300
5,120,2014,298900
5,120,2015,303700
5,120,2016,303700
5,120,2016,335600
5,121,2013,291900
6,122,2008,2065902
6,122,2008,1500000
6,122,2009,1705769
7,123,2016,33065
7,123,2016,36065
7,123,2017,36065
7,123,2017,33065
7,123,2017,37065
7,124,2003,21235
7,124,2004,21815
7,124,2005,22040
7,125,1990,2000
7,125,1990,2000
7,125,1990,2000
7,125,1990,2000
7,126,2015,49305
7,126,2015,39050
7,126,2015,43450
7,126,2015,45450
7,126,2015,47305
7,126,2016,43660
7,126,2016,49515
7,126,2016,39065
7,126,2016,47515
7,126,2016,45660
7,126,2017,39065
7,126,2017,45765
7,126,2017,47625
7,126,2017,43765
7,126,2017,49625
7,127,2015,29450
7,127,2015,27655
7,127,2015,25565
7,127,2015,29435
7,127,2015,27950
7,127,2015,24065
7,127,2015,26155
7,127,2015,30935
7,127,2016,31285
7,127,2016,25565
7,127,2016,28300
7,127,2016,29785
7,127,2016,28850
7,127,2016,24065
7,127,2016,27350
7,127,2016,29800
7,127,2016,26355
7,127,2016,27855
7,127,2017,31965
7,127,2017,26865
7,127,2017,30565
7,127,2017,25565
7,127,2017,27065
7,127,2017,28365
7,127,2017,30465
7,127,2017,24365
7,127,2017,25865
7,127,2017,29065
7,128,2016,42070
7,128,2016,44710
7,128,2017,39570
7,128,2017,44960
7,128,2017,35870
7,128,2017,42320
7,128,2017,37720
7,128,2017,37720
7,129,1990,2000
7,130,2015,35725
7,130,2015,31065
7,130,2015,40500
7,130,2015,39970
7,130,2015,33635
7,130,2015,38025
7,130,2015,38730
7,130,2016,34065
7,130,2016,40145
7,130,2016,38905
7,130,2016,35900
7,130,2016,33810
7,130,2016,40675
7,130,2016,38200
7,130,2016,31065
7,130,2017,36065
7,130,2017,38665
7,130,2017,43265
7,130,2017,32065
7,130,2017,41065
7,131,2003,25645
7,131,2003,31420
7,131,2004,26040
7,131,2004,32085
7,131,2005,26725
7,131,2005,32385
7,132,2009,40205
7,132,2009,32520
7,132,2009,29265
7,132,2009,35770
7,132,2009,33120
7,132,2009,35270
7,132,2009,30770
7,132,2009,34670
7,132,2010,35730
7,132,2010,30930
7,132,2010,34830
7,132,2010,33230
7,132,2010,32730
7,132,2010,42515
7,132,2010,29230
7,132,2010,35625
7,132,2010,36230
7,132,2011,29730
7,132,2011,35675
7,132,2011,33130
7,132,2011,44460
7,133,2003,39725
7,133,2003,34600
7,133,2004,40425
7,133,2004,35250
7,133,2005,40730
7,133,2005,35555
7,134,2005,35610
7,134,2005,33785
7,134,2006,32580
7,134,2006,30580
7,134,2007,33570
7,134,2007,31550
7,135,1990,2000
7,135,1990,2000
7,135,1991,2000
7,135,1991,2000
7,136,2016,28565
7,136,2016,34065
7,136,2016,31565
7,136,2016,28990
7,136,2016,36490
7,136,2016,31415
7,136,2016,33990
7,136,2016,27065
7,136,2016,34325
7,136,2016,31900
7,136,2017,31615
7,136,2017,36540
7,136,2017,34115
7,136,2017,34040
7,136,2017,28615
7,136,2017,27065
7,136,2017,31465
7,137,2005,29970
7,137,2005,26780
7,137,2006,24280
7,137,2006,27780
7,137,2007,28765
7,137,2007,25190
7,138,1997,2000
7,138,1997,2000
7,138,1998,2155
7,138,1999,2379
7,139,1994,2000
7,139,1994,2000
7,139,1994,2000
7,139,1995,2000
7,139,1995,2000
7,139,1995,2000
7,139,1996,2190
7,139,1996,2000
7,139,1996,2212
7,140,1996,2000
7,140,1996,2000
7,140,1996,2000
7,140,1997,2000
7,140,1997,2000
7,140,1997,2000
7,140,1997,2000
7,140,1998,2000
7,141,2005,30990
7,141,2005,31170
7,141,2005,28110
7,141,2005,33855
7,141,2006,33250
7,141,2006,27250
7,141,2006,29750
7,141,2006,30250
7,141,2007,30780
7,141,2007,28000
7,141,2007,26660
7,142,2015,21065
7,142,2015,29215
7,142,2015,27050
7,142,2015,25020
7,142,2015,23380
7,142,2016,23480
7,142,2016,24475
7,142,2016,24065
7,142,2016,21065
7,142,2016,26505
7,142,2016,28670
7,142,2017,21065
7,142,2017,26555
7,142,2017,24115
8,143,2015,41340
8,143,2015,39340
8,143,2015,33215
8,143,2015,45615
8,143,2015,47615
8,143,2015,44660
8,143,2015,46715
8,143,2015,37245
8,143,2015,41340
8,143,2015,46660
8,143,2015,48715
8,143,2015,44660
8,143,2015,35245
8,143,2015,42660
8,143,2015,37340
8,143,2015,43340
8,143,2016,41340
8,143,2016,46110
8,143,2016,45155
8,143,2016,39340
8,143,2016,47155
8,143,2016,43155
8,143,2016,37245
8,143,2016,48110
8,143,2016,37340
8,143,2016,35245
8,143,2016,43340
8,143,2016,33215
8,143,2016,47210
8,143,2016,41340
8,143,2016,45155
8,143,2016,49210
8,143,2017,46995
8,143,2017,40395
8,143,2017,43995
8,143,2017,45995
8,143,2017,34595
8,143,2017,36595
8,143,2017,38395
8,144,2015,48165
8,144,2015,50165
8,144,2015,37995
8,144,2015,40445
8,144,2015,46935
8,144,2015,51435
8,144,2015,45150
8,144,2015,47095
8,144,2015,48205
8,144,2015,47750
8,144,2015,50325
8,144,2015,41920
8,144,2015,44935
8,144,2015,44520
8,144,2016,47605
8,144,2016,41920
8,144,2016,48675
8,144,2016,48715
8,144,2016,45445
8,144,2016,45150
8,144,2016,40445
8,144,2016,47750
8,144,2016,47445
8,144,2016,50675
8,144,2016,37995
8,144,2016,51945
8,144,2016,44520
8,144,2016,50835
8,144,2017,43395
8,144,2017,37595
8,144,2017,39995
8,144,2017,49495
8,144,2017,41395
8,144,2017,46995
8,144,2017,48995
8,145,2016,62665
8,145,2016,60465
8,145,2017,62895
8,145,2017,60695
8,146,1991,2000
8,146,1992,2234
8,146,1993,2358
8,147,1990,2000
8,147,1990,2000
8,147,1991,2000
8,147,1992,2000
8,148,2016,58395
8,148,2016,67570
8,148,2016,60395
8,148,2016,55495
8,148,2016,63570
8,148,2016,53495
8,148,2016,87465
8,148,2016,83465
8,148,2016,64395
8,148,2017,64395
8,148,2017,63595
8,148,2017,87495
8,148,2017,53495
8,148,2017,60395
8,148,2017,58395
8,148,2017,67595
8,148,2017,83495
8,148,2017,55495
8,149,2015,54970
8,149,2015,51270
8,149,2015,53270
8,149,2015,62070
8,149,2015,63770
8,149,2015,61770
8,149,2015,69340
8,149,2015,47345
